ID	TCGA-2V-A95S-01A-11R-A37K-07_LIHC_TP	TCGA-2Y-A9GS-01A-12R-A38B-07_LIHC_TP	TCGA-2Y-A9GU-01A-11R-A38B-07_LIHC_TP	TCGA-BC-A10Q-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10T-11A-11R-A131-07_LIHC_NT	TCGA-BC-A10W-11A-11R-A131-07_LIHC_NT	TCGA-3C-AAAU-01A-11R-A41B-07_BRCA_TP	TCGA-3C-AALJ-01A-31R-A41B-07_BRCA_TP	TCGA-3C-AALK-01A-11R-A41B-07_BRCA_TP	TCGA-A7-A0CE-11A-21R-A089-07_BRCA_NT	TCGA-A7-A0CH-11A-32R-A089-07_BRCA_NT	TCGA-A7-A0D9-11A-53R-A089-07_BRCA_NT
KIAA1161	6.72263	7.40245	7.24708	7.37463	6.70073	7.29641	5.71119	5.81033	5.81995	5.01833	5.73711	6.37597
KIAA1191	7.56683	7.91681	7.50439	8.09132	7.48268	7.8536	7.91571	7.64137	7.59954	7.78813	7.65635	7.56328
KIAA1199	4.38746	5.07517	0.42252	0.67606	0.467358	2.97242	6.36069	6.43445	6.16187	3.20229	3.38531	1.58712
KIAA1210	1.03708	0.592568	0.423073	0	0	0	0.368462	0.48025	2.21025	2.39943	0.680798	1.08829
KIAA1211	3.16174	5.31321	1.69135	3.53091	2.96123	3.06994	5.9045	4.32907	5.31069	3.04364	3.2095	1.57023
KIAA1217	7.30115	8.09986	7.30384	7.53316	7.1507	7.6382	7.13396	7.88953	8.27556	8.15467	7.84922	7.30947
KIAA1239	3.03189	5.17615	5.35659	0.149823	0.685282	0	0.368462	2.44591	0.149823	0.6841	2.76988	4.91736
KIAA1244	2.91676	4.29363	5.33272	2.12663	2.06435	3.2866	7.05476	6.12475	6.6736	6.36475	6.09512	4.51226
KIAA1257	4.0588	3.03028	1.09737	0.737396	0.685282	0.592568	4.37638	3.04364	4.10523	3.43794	3.1213	1.33433
KIAA1267	6.75577	7.37463	6.56667	6.2653	6.01616	5.8522	7.52075	6.5341	6.69685	6.89599	6.87794	6.83378
KIAA1274	5.22575	5.95584	4.84503	4.54294	3.66345	4.1301	5.69162	5.75733	5.68894	6.20706	5.90935	4.87823
KIAA1279	6.64249	6.47543	6.15273	6.22851	6.14419	6.02102	6.60891	7.24933	6.49362	6.80808	6.70907	6.99915
KIAA1310	7.2807	7.96485	7.87702	6.81892	6.55536	6.76388	7.26129	8.11429	7.18224	7.54629	7.44407	7.37091
KIAA1324L	3.05769	4.6364	3.54043	3.27387	3.37014	3.9766	6.52054	5.87858	5.39678	5.87113	5.92856	6.64221
KIAA1324	7.01751	4.15343	3.86957	5.6204	4.63997	4.92304	9.66969	9.29422	9.27601	9.53576	8.76127	5.24112
KIAA1328	4.11025	5.07517	3.0308	3.29851	3.16455	3.46502	5.02135	4.76217	4.74142	5.05746	4.80486	5.32634
KIAA1370	7.17089	7.33824	7.09008	6.89669	5.94017	7.00397	7.90357	6.69555	7.48765	7.48796	6.90622	7.58911
KIAA1377	3.45255	4.25245	1.57672	0.921904	2.34964	2.75446	6.51033	6.13068	5.04551	5.78714	5.97359	6.90621
KIAA1383	6.68711	6.16961	5.63835	3.93266	3.96608	4.25497	4.97661	5.14953	4.09871	4.45041	4.03444	4.16614
KIAA1407	4.57556	4.86845	3.12797	3.71519	2.96985	3.89524	6.13962	5.49334	5.75002	5.6933	5.33688	4.98871
KIAA1409	1.60609	1.65765	0	0.115525	0	1.23529	4.06137	1.16102	1.79663	2.11043	2.06435	1.7376
KIAA1429	7.55119	8.08979	7.14992	6.64769	6.6733	6.74524	7.36989	7.76026	6.95756	7.28579	7.20517	7.66666
KIAA1430	7.1869	7.26193	6.2106	6.70564	6.6958	6.76964	7.19501	6.31559	6.72804	6.70587	6.66306	7.02121
KIAA1432	6.22234	6.58581	6.48126	6.37501	5.94012	6.08673	6.34039	6.17069	6.34238	6.23942	6.33091	7.13997
KIAA1462	6.73815	6.97073	6.42811	5.17615	5.21494	5.31321	6.21818	6.95478	7.12863	6.46154	7.39885	8.00687
KIAA1467	3.93266	5.59099	4.67196	4.67428	5.1985	5.10595	8.34267	5.11746	6.41213	6.84289	6.8895	5.4605
KIAA1468	6.6695	7.11151	6.58341	6.18415	5.63121	5.97635	6.93813	6.90148	6.50172	6.48507	6.22604	6.51038
KIAA1486	0.592568	0.310699	0	0	0	0	0.592568	1.43354	0.876935	2.81701	0.905319	1.5013
KIAA1522	8.50167	8.85481	8.49923	6.32257	6.25575	6.51619	9.18644	8.63429	8.87196	8.14766	8.06237	6.41005
KIAA1524	5.10595	5.78383	4.66333	1.9948	1.71083	2.69426	5.19955	6.19927	5.04284	4.01994	3.26866	3.66765
KIAA1529	5.42053	4.75453	3.99903	2.69426	0.86164	2.75044	4.47252	5.01457	4.60515	4.80031	4.4131	4.59489
KIAA1530	5.01728	5.3799	6.31173	4.33381	3.94396	4.22796	6.02978	4.96606	5.27322	5.11055	4.70653	5.13904
KIAA1539	6.02345	5.81711	5.57215	4.84749	4.98743	5.97381	5.50554	7.07524	6.04446	6.00498	6.34773	6.60293
KIAA1543	7.75833	7.22984	7.76047	7.02198	6.92952	7.29234	7.46252	6.92671	7.2582	6.42363	6.04114	2.1359
KIAA1549	4.72464	3.36829	2.5242	4.03126	2.8935	4.10281	6.88808	5.20578	5.53489	6.00967	5.41013	4.32907
KIAA1586	5.37528	5.49306	5.09375	4.91593	4.58943	4.7902	5.32823	5.18061	4.46082	4.99837	5.0027	5.13004
KIAA1598	8.0067	8.57716	6.9187	7.07665	6.32615	7.45876	7.32505	6.68201	6.9832	7.08694	7.06473	6.52018
KIAA1609	4.48672	6.38182	4.71198	4.18046	4.3811	4.63997	6.21405	6.24074	5.66198	6.3794	5.8286	5.56327
KIAA1614	3.42098	4.05723	3.32129	2.25843	0.86164	2.56763	3.35529	3.47637	4.02687	4.482	4.77031	5.17758
KIAA1632	6.31716	7.48493	6.23832	6.15698	5.76832	6.10702	7.31775	6.54719	6.75683	6.6446	6.62087	7.0107
KIAA1644	2.97903	2.82448	1.57023	1.92193	1.43354	1.78955	2.33277	3.01757	4.55157	3.597	3.0449	1.80681
KIAA1671	7.5989	8.33062	8.57244	7.98616	7.81722	8.24931	7.8617	6.68428	7.54593	7.92346	7.64831	7.22638
KIAA1683	3.52469	5.95064	4.17448	4.448	3.03332	3.74259	5.29938	4.29862	5.49321	5.94696	5.78909	4.8454
KIAA1704	5.78386	5.90936	5.55864	5.81854	5.40268	5.24042	5.77346	5.69242	5.60527	5.68484	5.34417	5.67138
KIAA1712	5.75314	5.91177	5.7533	4.89997	4.83797	5.11829	5.7549	5.25056	5.41618	5.62118	5.37766	5.33332
KIAA1715	6.18002	6.83195	6.00141	6.81235	6.00141	6.42162	6.46898	5.63564	6.27163	6.08182	6.366	6.99309
KIAA1731	6.53233	6.49979	5.83481	4.41426	3.24884	4.82222	6.41235	6.16174	6.10535	5.86033	5.181	5.77543
KIAA1737	6.04501	6.59715	6.59987	6.87005	6.27852	6.52503	6.77074	5.85807	7.17117	6.77455	6.64121	6.74677
KIAA1751	1.29233	1.5823	0.429084	0	0	0.592568	2.05988	1.43793	0.864606	1.01364	0.0577623	0.881032
KIAA1755	3.62294	4.84488	1.68478	3.16947	3.34454	2.42155	4.38131	5.12827	5.26896	5.33593	5.20559	3.89524
KIAA1797	6.23245	6.60123	6.31173	5.57973	4.96606	5.37064	7.11705	6.7804	6.64495	6.78358	6.75129	6.75154
KIAA1804	5.66296	6.2653	4.65362	4.65552	5.64191	5.0626	5.05488	1.69135	3.94866	4.63076	3.59453	2.77646
KIAA1826	4.58945	6.22258	4.98308	5.0626	4.91607	5.07517	5.46115	5.16	5.00473	5.94363	5.72246	6.14499
KIAA1841	4.58804	5.83773	4.46303	3.0301	2.75446	3.54862	5.79221	6.17692	5.81995	5.01412	4.93679	5.41625
KIAA1875	4.7515	4.18548	2.75851	2.24607	0.86164	2.7025	3.2894	6.08426	3.2866	2.74237	1.65765	1.09056
KIAA1908	5.64191	6.19441	5.6204	3.88694	3.63915	4.22932	5.57062	5.41581	5.3721	5.48743	5.64708	5.74495
KIAA1919	4.85176	5.7869	4.55789	4.86894	4.58815	5.16479	3.5563	3.34465	4.81331	3.81483	4.34229	4.26461
KIAA1949	7.75018	8.28753	5.98394	7.15929	7.88571	7.68983	7.27571	7.34569	7.41835	6.89759	7.1894	7.27162
KIAA1958	3.11762	4.54227	3.30326	3.98335	3.8428	3.4361	3.2512	3.16455	4.09984	3.57165	2.78763	3.31857
KIAA1967	7.57558	7.87436	7.29574	7.17319	7.05876	7.29777	8.07363	7.59504	8.00863	7.86572	7.7299	7.32031
KIAA1984	3.4119	2.94762	2.09727	2.11117	1.20446	2.01987	3.0449	3.94314	3.20317	2.88024	3.10661	1.55846
KIAA2013	7.814	9.12859	7.59388	8.11999	7.59287	8.18646	7.57984	7.43998	7.36663	7.1682	7.37155	7.06653
KIAA2018	6.63332	7.51152	7.49443	6.93342	6.85646	6.67582	6.69266	5.94247	6.32119	6.48749	6.43892	7.16807
KIAA2022	0.592568	1.72611	1.91607	0.897781	0.48025	1.23529	5.95669	2.49196	4.2238	3.49088	3.34924	3.5352
KIAA2026	6.03069	6.00141	5.64897	5.96358	5.79606	5.72031	6.40154	6.5128	6.45598	6.34544	6.18815	6.78549
KIDINS220	7.28207	7.94023	7.39511	7.01302	7.02554	6.88653	7.5	7.38471	7.50647	7.61464	7.53907	8.10595
KIF11	5.9428	6.42649	5.2575	3.73516	3.24358	3.77735	6.67586	6.31231	6.21039	5.0873	4.6066	4.10905
KIF12	6.33859	6.50279	5.17048	6.17794	5.24175	6.45677	6.91616	8.11483	7.07899	7.00657	5.79598	0.990338
KIF13A	6.38182	7.72223	6.53379	6.76849	5.88053	6.29157	7.88687	5.94958	6.88237	7.29854	7.15856	8.02186
KIF13B	6.87626	7.70436	6.86276	6.86171	6.60394	6.96508	7.38882	5.96831	7.5042	7.63488	7.53103	7.23045
KIF14	5.15906	6.28227	5.65948	2.34912	1.82389	2.4421	5.37877	4.72538	4.46106	2.97259	2.43056	1.78955
KIF15	5.1985	6.39024	4.06675	2.35479	0.368462	1.39632	5.45085	5.64209	4.74367	3.497	2.28235	2.7245
KIF16B	5.45104	6.87936	6.70441	6.30992	5.7869	5.81711	8.27335	6.43299	7.74449	7.31304	6.62037	6.7992
KIF17	4.06675	4.61661	2.85245	3.89063	2.66131	3.86079	3.33687	3.11963	3.55231	4.15461	4.37797	4.14885
KIF18A	5.23644	5.77765	4.93967	1.09326	0	1.39632	5.16902	5.46304	4.62078	3.42894	2.49722	1.62053
KIF18B	5.72031	6.46459	5.23644	2.89377	1.70941	2.74493	5.95936	5.62589	4.62019	3.392	2.61673	1.36138
KIF19	3.20096	2.44213	1.08488	3.32485	2.86999	4.35042	1.93721	1.62067	2.82241	2.698	3.37968	2.16172
KIF1A	1.59172	2.4046	6.48768	2.23544	0.86164	1.97694	7.52504	1.62067	2.63033	2.97066	2.85858	0.541052
KIF1B	7.04491	8.55776	7.90618	6.74052	6.66696	6.82329	7.70507	6.87467	6.93083	7.14418	7.26323	7.91471
KIF1C	8.83928	9.04582	9.16178	7.88194	7.91571	8.13212	7.4287	7.42009	7.69169	8.14453	8.54544	9.23349
KIF20A	5.65249	7.00216	5.93225	3.41673	1.79589	2.89164	6.653	6.66943	6.04446	4.49839	3.68796	2.97294
KIF20B	5.36129	5.91889	5.79909	4.08998	3.24518	3.77632	6.04623	5.36199	5.60883	5.07745	4.70383	4.91117
KIF21A	7.21964	7.55904	7.04578	6.89061	6.44413	6.96035	6.78914	5.92808	5.92697	5.202	5.22803	5.38172
KIF21B	6.12905	7.08757	4.35119	3.81835	3.28143	4.68151	5.38195	5.33176	4.30516	4.95568	5.22196	4.5946
KIF22	7.64348	7.8808	7.37149	6.50429	6.49677	7.13966	7.33903	7.8358	7.4407	6.86929	6.62687	5.83373
KIF23	5.66988	6.99393	5.23644	2.46996	1.80492	3.22284	6.47111	6.42568	5.91922	4.80624	3.88653	2.91543
KIF24	4.52423	5.00415	4.81786	3.23986	1.70638	3.01286	5.55474	5.0266	5.02124	4.69296	4.04142	3.46
KIF25	0.592568	1.47895	1.56663	1.09296	2.18721	2.46353	0.149823	1.42729	1.00016	1.21935	2.69145	3.50119
KIF26A	3.47876	4.72281	3.96211	3.32473	3.8411	3.56963	4.80056	4.29363	4.87595	5.18259	5.85373	5.75145
KIF26B	3.16311	3.46502	3.93185	3.47727	2.23223	3.41121	5.60671	5.65169	6.88914	3.86476	3.2512	2.129
KIF27	3.07133	3.93666	2.92958	2.78231	3.34262	2.74509	4.93967	3.77798	4.33015	4.35727	3.26866	4.21047
KIF2A	5.71043	6.59304	5.3799	4.73539	4.49775	4.96164	6.56861	5.65487	5.9638	5.83374	5.72369	6.41506
KIF2B	0.592568	0.368462	0	0	0	0.203355	0	0.368462	0.174504	0	0.0577623	0
KIF2C	6.48768	7.01571	5.23644	3.16455	1.91607	1.94608	6.48803	6.59169	5.71246	4.23872	4.26417	3.117
KIF3A	4.79048	6.02587	4.47271	4.65357	4.08328	4.3741	6.88668	6.01366	5.57646	5.75348	5.1784	4.80942
